flatmates,deposit,monthly_price_avg,space_per_person,total_space,has_access_yn,bills_electricity_yn,bills_water_yn,bills_gas_yn,bills_wifi_yn,feature_furnished_yn,feature_dishwasher_yn,feature_washing_machine_yn,feature_equipped_kitchen_yn,feature_balcony_yn,feature_parking_yn,feature_tv_yn,feature_oven_yn,feature_elevator_yn,english_spoken_yn,german_spoken_yn,russian_spoken_yn,spanish_spoken_yn,sqr_m_price_avg,district_Adlershof,district_Bavarian Quarter,district_Berlin,district_Charlottenburg,district_Friedenau,district_Friedrichshain,district_Friedrichshain-Kreuzberg,district_Gesundbrunnen,district_Hermsdorf,district_Kreuzberg,district_Lichtenberg,district_Marienfelde,district_Marzahn,district_Mitte,district_Moabit,district_Neukölln,district_Other,district_Pankow,district_Prenzlauer Berg,district_Reinickendorf,district_Rudolfkiez,district_Schöneberg,district_Schönefeld,district_Spandau,district_Steglitz,district_Teltow,district_Tempelhof,district_Tiergarten,district_Treptow,district_Treptow-Köpenick,district_Wedding,district_Weissensee,district_Westend,district_Wilmersdorf,property_Apartment,property_Room,property_Studio
4,700.0,580.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,950.0,510.0,23.0,93.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,950.0,510.0,23.0,93.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,367.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1500.0,790.0,23.0,70.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,580.0,23.0,93.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1500.0,1500.0,47.0,47.0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,700.0,1095.0,46.0,46.0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,700.0,570.0,32.0,64.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,700.0,380.0,38.0,76.0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,850.0,850.0,35.0,35.0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,950.0,530.0,19.0,97.0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,448.0,32.0,128.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1200.0,1200.0,47.0,47.0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,975.0,975.0,47.0,47.0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1470.0,1470.0,70.0,70.0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,850.0,36.0,36.0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1400.0,1400.0,46.0,46.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2800.0,1400.0,61.0,61.0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2800.0,1400.0,61.0,61.0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,950.0,490.0,19.0,97.0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1350.0,1350.0,53.0,53.0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,950.0,950.0,44.0,44.0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1500.0,61.0,61.0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,950.0,540.0,23.0,186.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1100.0,1100.0,39.0,39.0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,28.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2800.0,1400.0,68.0,68.0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,800.0,690.0,44.0,132.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1100.0,1100.0,64.0,64.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,1600.0,73.0,73.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,600.0,1100.0,47.0,47.0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,500.0,575.0,23.0,46.0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,980.0,745.0,28.0,28.0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1890.0,630.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1458.0,729.0,21.0,64.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,700.0,398.0,20.0,101.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2070.0,690.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1584.0,792.0,20.0,20.0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1290.0,33.0,33.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,700.0,439.0,15.0,60.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,700.0,391.0,20.0,101.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1000.0,665.0,15.0,15.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,700.0,590.0,18.0,54.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,950.0,575.0,19.0,97.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,700.0,570.0,25.0,149.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1950.0,650.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2144.0,990.0,39.0,39.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,700.0,503.0,29.0,86.0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1950.0,975.0,33.0,33.0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1099.0,1099.0,35.0,35.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,700.0,457.0,20.0,101.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3015.0,1005.0,32.0,32.0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2204.0,990.0,30.0,30.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2140.0,1070.0,40.0,40.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2230.0,1115.0,45.0,45.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1298.0,649.0,21.0,64.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2192.0,990.0,30.0,30.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2290.0,1145.0,39.0,39.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2010.0,670.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1247.0,34.0,34.0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2300.0,1150.0,38.0,38.0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1778.0,889.0,21.0,64.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,980.0,980.0,23.0,23.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,750.0,750.0,22.0,22.0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2130.0,710.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1495.0,65.0,65.0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2382.0,990.0,40.0,40.0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,700.0,550.0,18.0,55.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,946.0,946.0,22.0,22.0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1380.0,1380.0,70.0,70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1890.0,1890.0,80.0,80.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1650.0,1650.0,72.0,72.0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,1290.0,45.0,45.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1890.0,1890.0,65.0,65.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2775.0,925.0,24.0,24.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2170.0,990.0,47.0,47.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1400.0,1400.0,61.0,61.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2730.0,910.0,24.0,24.0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2295.0,765.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3285.0,1095.0,35.0,35.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1995.0,85.0,85.0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,1500.0,50.0,50.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3375.0,1125.0,35.0,35.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,1280.0,37.0,37.0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2192.0,990.0,40.0,40.0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2235.0,745.0,18.0,18.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1180.0,1180.0,37.0,37.0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1245.0,1245.0,37.0,37.0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1300.0,1300.0,35.0,35.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1215.0,22.0,22.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,55.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1200.0,1200.0,39.0,39.0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1340.0,22.0,22.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,61.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
