flatmates,deposit,monthly_price_avg,space_per_person,total_space,has_access_yn,bills_electricity_yn,bills_water_yn,bills_gas_yn,bills_wifi_yn,feature_furnished_yn,feature_dishwasher_yn,feature_washing_machine_yn,feature_equipped_kitchen_yn,feature_balcony_yn,feature_parking_yn,feature_tv_yn,feature_oven_yn,feature_elevator_yn,english_spoken_yn,german_spoken_yn,russian_spoken_yn,spanish_spoken_yn,sqr_m_price_avg,district_Adlershof,district_Bavarian Quarter,district_Berlin,district_Charlottenburg,district_Friedenau,district_Friedrichshain,district_Friedrichshain-Kreuzberg,district_Gesundbrunnen,district_Hermsdorf,district_Kreuzberg,district_Lichtenberg,district_Marienfelde,district_Marzahn,district_Mitte,district_Moabit,district_Neukölln,district_Other,district_Pankow,district_Prenzlauer Berg,district_Reinickendorf,district_Rudolfkiez,district_Schöneberg,district_Schönefeld,district_Spandau,district_Steglitz,district_Teltow,district_Tempelhof,district_Tiergarten,district_Treptow,district_Treptow-Köpenick,district_Wedding,district_Weissensee,district_Westend,district_Wilmersdorf,property_Apartment,property_Room,property_Studio
2,799.0,799.0,23.0,46.0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2500.0,1100.0,42.0,42.0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1250.0,1250.0,65.0,65.0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1560.0,780.0,23.0,70.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1440.0,720.0,23.0,70.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1690.0,1690.0,46.0,46.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1080.0,1080.0,43.0,43.0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,899.0,899.0,37.0,37.0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1640.0,820.0,23.0,70.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3600.0,1200.0,75.0,75.0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,1500.0,58.0,58.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,950.0,450.0,23.0,162.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2000.0,1200.0,40.0,40.0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,950.0,450.0,23.0,162.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1150.0,1150.0,60.0,60.0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1800.0,1375.0,40.0,40.0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,34.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,950.0,490.0,23.0,93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1250.0,1250.0,45.0,45.0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1500.0,990.0,61.0,61.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,250.0,750.0,25.0,50.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,579.0,23.0,70.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,899.0,899.0,38.0,38.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,700.0,549.0,23.0,93.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,700.0,499.0,23.0,162.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,750.0,750.0,23.0,70.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,800.0,800.0,23.0,70.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,549.0,23.0,93.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1000.0,899.0,22.0,67.0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2200.0,1100.0,52.0,52.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,700.0,529.0,23.0,116.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,700.0,529.0,23.0,116.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2000.0,1300.0,50.0,50.0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1890.0,1890.0,73.0,73.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,1100.0,39.0,39.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1740.0,1740.0,92.0,92.0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,1800.0,45.0,45.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,700.0,559.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,829.0,829.0,23.0,46.0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,850.0,850.0,23.0,70.0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1460.0,1460.0,90.0,90.0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,700.0,529.0,23.0,162.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2000.0,1000.0,26.0,26.0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,700.0,529.0,23.0,162.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,700.0,529.0,23.0,162.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,559.0,23.0,70.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1590.0,1590.0,41.0,41.0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1180.0,590.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1598.0,1598.0,75.0,75.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,800.0,800.0,27.0,80.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,529.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,700.0,529.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1040.0,520.0,23.0,93.0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3580.0,1790.0,70.0,70.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1970.0,985.0,40.0,40.0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2000.0,2000.0,65.0,65.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,900.0,900.0,35.0,35.0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1300.0,1300.0,37.0,37.0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1750.0,1050.0,30.0,30.0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,500.0,500.0,40.0,40.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,800.0,800.0,23.0,70.0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1500.0,1100.0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1797.0,950.0,6.0,30.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,675.0,675.0,27.0,80.0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1700.0,1700.0,74.0,74.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1675.0,1675.0,44.0,44.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1249.0,1249.0,54.0,54.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,550.0,550.0,23.0,139.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,549.0,23.0,70.0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.0,800.0,32.0,64.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,300.0,599.0,18.0,55.0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,700.0,529.0,23.0,116.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1230.0,1230.0,50.0,50.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3500.0,1750.0,64.0,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5250.0,1750.0,110.0,110.0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2790.0,2790.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2000.0,2000.0,72.0,72.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1700.0,1700.0,60.0,60.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1800.0,1800.0,90.0,90.0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3600.0,3600.0,135.0,135.0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1250.0,1250.0,47.0,47.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,700.0,559.0,23.0,70.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.0,800.0,31.0,93.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1350.0,1350.0,27.0,27.0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2000.0,2200.0,78.0,78.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,800.0,800.0,29.0,115.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,500.0,500.0,22.0,130.0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2900.0,2900.0,70.0,70.0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,700.0,529.0,23.0,116.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,575.0,575.0,27.0,80.0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1300.0,1300.0,61.0,61.0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,700.0,529.0,23.0,116.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1100.0,1100.0,61.0,61.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1960.0,980.0,43.0,43.0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,700.0,457.0,32.0,128.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1000.0,1100.0,47.0,47.0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1500.0,860.0,23.0,70.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,356.0,17.0,50.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,410.0,27.0,81.0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,700.0,560.0,25.0,76.0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2700.0,900.0,30.0,30.0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1030.0,1030.0,28.0,28.0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,37.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
